CODEACTE;CODEACTE_LABEL
HAMA018;Réparation de perte de substance de lèvre par lambeau hétérolabial et lambeau bilatéral de lèvre et/ou de joue
HBED012;Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade, sans adjonction de dispositif associé
HASA007;Fermeture unilatérale complète d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-urano-staphylorraphie unilatérale pour fente orofaciale]
HBDD011;Contention des arcades dentaires par dispositif amovible bimaxillaire monobloc [tooth positioner], après traitement orthodontique
HAND004;Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par voie buccale avec laser
HANP001;Destruction de lésion du vermillon labial avec laser CO2
HBED010;Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe bibague sur 1 arcade
HBBD007;Comblement [Scellement] prophylactique des puits, sillons et fissures sur 3 dents
HAMA027;Réparation de perte de substance de lèvre par lambeau cutané local
HBED024;Greffe épithélioconjonctive ou conjonctive sur la gencive, sur un sextant
HASA024;Fermeture d'une macrostomie congénitale de moins de 3 cm, avec reconstruction de la commissure labiale
EJSF901;Occlusion de la grande veine saphène par radiofréquence, par voie veineuse transcutanée
ENAF001;Dilatation intraluminale d'un pontage artériel non anatomique des membres avec pose d'endoprothèse, par voie artérielle transcutanée
EPLF003;Pose d'un cathéter veineux central tunnellisé pour circulation extracorporelle, par voie transcutanée
EQLA005;Pose d'une assistance circulatoire mécanique biventriculaire externe, par thoracotomie sans CEC
EQLA004;Pose d'une assistance circulatoire mécanique monoventriculaire externe, par thoracotomie avec CEC
EPCA001;Superficialisation veineuse après création d'une fistule artérioveineuse, par abord direct
EPLF001;Administration intraveineuse d'agent pharmacologique et/ou de soluté chez le nouveau-né à la naissance
ENNF001;Fibrinolyse in situ d'un pontage artériel non anatomique des membres, par voie artérielle transcutanée
EQCF002;Prolongation ou reprise d'assistance circulatoire par circulation extracorporelle au bloc opératoire à la fin d'une intervention cardiovasculaire, pendant plus d'une demiheure
ELQM001;Échographie-doppler des vaisseaux digestifs
EPPF001;Recanalisation de la veine de drainage d'un accès vasculaire artérioveineux sans pose d'endoprothèse, par voie vasculaire transcutanée
EKQH001;Scanographie des vaisseaux des membres supérieurs [Angioscanner des membres supérieurs]
EQGA004;Ablation d'un dispositif d'assistance circulatoire interne ou externe, en dehors d'un dispositif de contrepulsion diastolique intraaortique, par thoracotomie avec CEC
EPLF002;Pose d'un cathéter veineux central, par voie transcutanée
ELSA002;Ligature des pédicules vasculaires de l'utérus pour hémorragie du post-partum, par laparotomie
DDQH010;Artériographie coronaire avec ventriculographie gauche et artériographie thoracique [mammaire] interne unilatérale ou bilatérale, par voie artérielle transcutanée
DDMA026;Revascularisation coronaire par 2 greffons artériels avec 2 anastomoses distales, par thoracotomie sans CEC
DEEA001;Repositionnement souscutané d'un générateur implantable de stimulation ou de défibrillation cardiaque
DDAF008;Dilatation intraluminale d'un vaisseau coronaire avec artériographie coronaire, avec pose d'endoprothèse, par voie artérielle transcutanée
DELF012;Implantation souscutanée d'un stimulateur cardiaque définitif, avec pose d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée
DDQJ001;Échographie et/ou échographie-doppler intraartérielle coronaire, au cours d'un acte par voie vasculaire transcutanée
DEKA001;Changement d'un générateur souscutané de stimulation cardiaque implantable
DELF014;Implantation souscutanée d'un défibrillateur cardiaque automatique, avec pose d'une sonde intraatriale et d'une sonde intraventriculaire droites, et d'une sonde dans une veine cardiaque gauche par voie veineuse transcutanée
DDAF009;Dilatation intraluminale de 3 vaisseaux coronaires ou plus avec artériographie coronaire, avec pose d'endoprothèse, par voie artérielle transcutanée
DCJB001;Drainage d'une collection du péricarde, par voie transcutanée
DDMA006;Revascularisation coronaire par 2 greffons artériels avec 3 anastomoses distales, par thoracotomie avec CEC
DDMA024;Revascularisation coronaire par greffon veineux avec 2 anastomoses distales, par thoracotomie sans CEC
BJMA008;Renforcement, affaiblissement ou déplacement itératif de l'insertion de 2 muscles oculomoteurs
BHGA003;Énucléation du bulbe [globe] oculaire, avec insertion d'un implant habillé dans la gaine du bulbe [capsule de Tenon]
BKHA002;Biopsie de lésion de l'orbite, par abord conjonctivopalpébral
BKGA005;Ablation de corps étranger de l'orbite sans électroaimant, sans orbitotomie osseuse
BHMA002;Réparation de plaie non linéaire perforante du bulbe [globe] oculaire intéressant au moins 3 des structures suivantes : cornée, sclère, iris, corps ciliaire, cristallin, corps vitré, rétine
BKFA004;Résection de graisse orbitaire pour décompression de l'orbite, par voie palpébrale
BKGA004;Exentération de l'orbite étendue aux structures musculaires adjacentes et/ou aux parois osseuses, avec comblement par autogreffe cutanée et lambeau musculaire temporal
BKFA003;Exérèse de lésion de l'orbite, par abord coronal
BGQP005;Transillumination transsclérale de lésion du segment postérieur de l'oeil, avec désinsertion conjonctivale
BHMA001;Réparation de plaie linéaire perforante du bulbe [globe] oculaire, avec suture cornéosclérale
BKLA001;Pose de matériau inerte intraorbitaire pour correction d'énophtalmie
BJQP001;Photographies diagnostiques du regard dans ses différentes positions et au cours d'épreuves de duction
BGQP010;Électrorétinographie [ERG] par flash lumineux, avec mesure des amplitudes et latences des réponses
BLQP008;Exploration du sens chromatique [vision des couleurs] par épreuves pseudo-isochromatiques
BGQP002;Examen du fond d'oeil par biomicroscopie avec verre de contact
BGQP003;Examen du fond d'oeil, au lit du malade
DHCA001;Suture de plaie de la veine cave inférieure rétrohépatique ou suprahépatique, ou des veines hépatiques, par laparotomie
DZQJ001;Échographie-doppler du coeur et des vaisseaux intrathoraciques, par voie oesophagienne [Échocardiographie-doppler transoesophagienne]
EDQH003;Artériographie sélective ou hypersélective d'une branche extradigestive de l'aorte abdominale ou d'une branche de l'artère iliaque interne, par voie artérielle transcutanée
EDFA006;Thromboendartériectomie iliaque, par laparotomie
EDLF018;Injection intraartérielle rénale in situ suprasélective d'agent pharmacologique anticancéreux avec embolisation de particules, par voie artérielle transcutanée
EDSF014;Embolisation sélective et/ou hypersélective de plusieurs branches de l'artère iliaque interne ou de plusieurs branches extradigestives de l'aorte abdominale, par voie artérielle transcutanée
EEPF002;Recanalisation d'une artère du membre inférieur sans pose d'endoprothèse, par voie artérielle transcutanée
EDSF007;Oblitération sélective ou hypersélective d'un anévrisme sacculaire de l'artère rénale, par voie artérielle transcutanée
EEFA005;Résection d'un kyste adventiciel d'une artère du membre inférieur, par abord direct
DEGF003;Ablation de plusieurs sondes définitives intracavitaires de stimulation cardiaque avec utilisation de dispositif spécifique, par voie veineuse transcutanée
DELF013;Implantation souscutanée d'un défibrillateur cardiaque automatique, avec pose d'une sonde intraventriculaire droite par voie veineuse transcutanée
AHQD003;Mesure des latences distales du nerf pudendal [nerf honteux], par stimulation intrarectale
AHFA008;Exérèse de tumeur du plexus brachial ou du plexus lombosacral avec réparation immédiate, par abord direct
AHLB014;Infiltration thérapeutique de nerf superficiel d'un membre, sans stimulodétection électrique
AHLB006;Infiltration thérapeutique du nerf médian dans le canal carpien
AHQB008;Électromyographie analytique du périnée par électrode aiguille
AHLB005;Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, sans guidage
AHQB027;Électromyographie de 1 ou 2 muscles striés au repos et à l'effort sans stimulodétection, par électrode aiguille
AHQB002;Électromyographie analytique du périnée avec étude de la latence du réflexe bulbocaverneux et des potentiels évoqués somesthésiques cérébraux par stimulation du nerf pudendal [nerf honteux]
AHQB032;Électromyographie de 3 à 6 muscles striés au repos et à l'effort par électrode aiguille, avec mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 2 à 4 nerfs sans étude de la conduction proximale par électrode de surface, et mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 2 à 4 nerfs
AHHB001;Biopsie de nerf périphérique, par voie transcutanée
AHPA009;Libération du nerf médian au canal carpien, par abord direct
AHLH013;Bloc anesthésique continu d'un nerf spinal à son émergence rachidienne, avec guidage scanographique
AHHA002;Biopsie neuromusculaire, par abord direct
AHPA004;Libération du plexus brachial avec scalénotomie, par abord supraclaviculaire
AHLH006;Infiltration thérapeutique de nerf profond d'un membre, avec guidage radiologique
AHLB012;Infiltration thérapeutique de nerf profond d'un membre, sans guidage
CCNB001;Destruction du labyrinthe par injection d'agent pharmacologique, par voie transtympanique
NFRP001;Mobilisation de l'articulation du genou à visée thérapeutique, sous anesthésie générale ou locorégionale
NGMP002;Confection d'une attelle de posture ou de mobilisation de la cheville
HCGA130;Ablation de calcul canalaire de la glande parotide par abord cervicofacial ou intrabuccal avec guidage endoscopique
GELE133;Pose de spirales intrabronchiques par endoscopie
HCGA109;Ablation bilatérale de calcul canalaire de la glande submandibulaire par abord intrabuccal avec guidage endoscopique
HCGA223;Ablation de calcul du bassinet de la glande submandibulaire, par abord intrabuccal avec guidage endoscopique
HCAE192;Dilatation unilatérale ou bilatérale de sténose du conduit de plusieurs glandes salivaires, par endoscopie [sialendoscopie]
JKQX147;Examen cytopathologique en phase liquide [technique monocouche] de prélèvement [frottis] du col de l'utérus pour dépistage individuel
HCNE083;Fragmentation intracanalaire de calcul des glandes salivaires au cours d'une sialendoscopie
DBLF009;Pose d'une bioprothèse de la valve pulmonaire dans un conduit prothétique, par voie veineuse transcutanée
DGLF012;Pose d'endoprothèse fenêtrée ou multibranche dans l'aorte abdominale pour anévrisme complexe, par voie artérielle transcutanée
EPJB015;Évacuation de thrombus de veine superficielle des membres ou du cou, par voie transcutanée
LFKA001;Remplacement d'un disque intervertébral lombal par prothèse totale, par laparotomie ou lombotomie
LDKA900;Remplacement d'un disque intervertébral cervical par prothèse, par cervicotomie
LAQK027;Radiographie volumique par faisceau conique [cone beam computerized tomography][CBCT] du maxillaire, de la mandibule et/ou d'arcade dentaire
YYYY007;Forfait hebdomadaire de prise en charge d'un patient insuffisant rénal en dialyse péritonéale
NAQK071;Radiographie de la ceinture pelvienne [du bassin] selon 1 incidence et radiographie unilatérale de l'articulation coxofémorale selon 1 ou 2 incidence
NAQK049;Radiographie de la ceinture pelvienne [du bassin] selon 1 incidence et radiographie bilatérale de l'articulation coxofémorale selon 1 ou 2 incidences par côté
ZZQH033;Scanographie de 3 territoires anatomiques ou plus, avec injection de produit de contraste
ZZQK024;Scanographie de 3 territoires anatomiques ou plus, sans injection de produit de contraste
HNCJ001;Anastomose entre une cavité collectée du pancréas et l'estomac ou le duodénum, par oeso-gastro-duodénoscopie avec guidage échoendoscopique
YYYY285;Supplément pour acte réalisé en urgence entre 00h et 08h (S) appliqué aux actes d'accouchement ou de surveillance du travail réalisés par la sage-femme
ZZMK007;Préparation à une irradiation externe avec repérage par simulateur-scanographe, dosimétrie bidimensionnelle sur 3 coupes ou plus, simulation à l'aide d'un simulateur-scanographe et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame
