GHM;GHM_LABEL
02M042;Affections oculaires d'origine neurologique, niveau 2
03M042;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 2
04M042;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 2
05M042;Infarctus aigu du myocarde, niveau 2
06M042;Hémorragies digestives, niveau 2
07M042;Autres affections hépatiques, niveau 2
08M042;Fractures de la hanche et du bassin, niveau 2
09M042;Lésions, infections et inflammations de la peau et des tissus souscutanés, âge inférieur à 18 ans, niveau 2
11M042;Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 2
12M042;Hypertrophie prostatique bénigne, niveau 2
13M042;Autres affections de l'appareil génital féminin, niveau 2
18M042;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 2
21M042;Réactions allergiques non classées ailleurs, âge inférieur à 18 ans, niveau 2
01M043;Méningites virales, niveau 3
02M043;Affections oculaires d'origine neurologique, niveau 3
03M043;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 3
04M043;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 3
05M043;Infarctus aigu du myocarde, niveau 3
06M043;Hémorragies digestives, niveau 3
07M043;Autres affections hépatiques, niveau 3
08M043;Fractures de la hanche et du bassin, niveau 3
09M043;Lésions, infections et inflammations de la peau et des tissus souscutanés, âge inférieur à 18 ans, niveau 3
11M043;Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 3
12M043;Hypertrophie prostatique bénigne, niveau 3
13M043;Autres affections de l'appareil génital féminin, niveau 3
18M043;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 3
21M043;Réactions allergiques non classées ailleurs, âge inférieur à 18 ans, niveau 3
01M044;Méningites virales, niveau 4
02M044;Affections oculaires d'origine neurologique, niveau 4
03M044;Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, niveau 4
04M044;Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 4
05M044;Infarctus aigu du myocarde, niveau 4
06M044;Hémorragies digestives, niveau 4
07M044;Autres affections hépatiques, niveau 4
08M044;Fractures de la hanche et du bassin, niveau 4
09M044;Lésions, infections et inflammations de la peau et des tissus souscutanés, âge inférieur à 18 ans, niveau 4
11M044;Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 4
12M044;Hypertrophie prostatique bénigne, niveau 4
13M044;Autres affections de l'appareil génital féminin, niveau 4
18M044;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, niveau 4
21M044;Réactions allergiques non classées ailleurs, âge inférieur à 18 ans, niveau 4
15M05A;Nouveau-nés de 3300g et âge gestationnel de 40 SA et assimilés (groupe nouveau-nés 1), sans problème significatif
15M05B;Nouveau-nés de 3300g et âge gestationnel de 40 SA et assimilés (groupe nouveau-nés 1), avec autre problème significatif
15M05C;Nouveau-nés de 3300g et âge gestationnel de 40 SA et assimilés (groupe nouveau-nés 1), avec problème sévère
15M05D;Nouveau-nés de 3300g et âge gestationnel de 40 SA et assimilés (groupe nouveau-nés 1), avec problème majeur
01M05T;Infections du système nerveux à l'exception des méningites virales, très courte durée
02M05T;Autres affections oculaires, âge inférieur à 18 ans, très courte durée
03M05T;Troubles de l'équilibre, très courte durée
04M05T;Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans
05M05T;Syncopes et lipothymies, très courte durée
06M05T;Autres tumeurs malignes du tube digestif, très courte durée
08M05T;Transferts et autres séjours pour fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur
09M05T;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, très courte durée
12M05T;Autres affections de l'appareil génital masculin, très courte durée
21M05T;Réactions allergiques non classées ailleurs, âge supérieur à 17 ans, très courte durée
01M05V;Infections du système nerveux à l'exception des méningites virales, âge inférieur à 70 ans sans CMA
04M05V;Pneumonies et pleurésies banales, âge supérieur à 17 ans sans CMA
05M05V;Syncopes et lipothymies, âge inférieur à 70 ans sans CMA
06M05V;Tumeurs malignes du tube digestif, âge inférieur à 70 ans sans CMA
07M05V;Affections non malignes du pancréas sans CMA
09M05V;Lésions, infections et inflammations de la peau et des tissus souscutanés, âge de 18 à 69 ans sans CMA
10M05V;Troubles métaboliques ou nutritionnels divers, âge de 18 à 69 ans sans CMA
11M05V;Insuffisance rénale, avec dialyse, âge inférieur à 70 ans sans CMA
16M05V;Troubles de la coagulation, âge inférieur à 70 ans sans CMA
18M05V;Infections postopératoires et posttraumatiques sans CMA
01M05W;Infections du système nerveux à l'exception des méningites virales, âge supérieur à 69 ans et/ou CMA
04M05W;Pneumonies et pleurésies banales, âge supérieur à 17 ans avec CMA
05M05W;Syncopes et lipothymies, âge supérieur à 69 ans et/ou CMA
06M05W;Tumeurs malignes du tube digestif, âge supérieur à 69 ans et/ou CMA
07M05W;Affections non malignes du pancréas avec CMA
09M05W;Lésions, infections et inflammations de la peau et des tissus souscutanés, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
10M05W;Troubles métaboliques ou nutritionnels divers, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
11M05W;Insuffisance rénale, avec dialyse, âge supérieur à 69 ans et/ou CMA
16M05W;Troubles de la coagulation, âge supérieur à 69 ans et/ou CMA
18M05W;Infections postopératoires et posttraumatiques avec CMA
02M05Z;Autres affections oculaires, âge inférieur à 18 ans
03M05Z;Troubles de l'équilibre
08M05Z;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur
12M05Z;Autres affections de l'appareil génital masculin
17M05Z;Chimiothérapie pour leucémie aigüe
19M05Z;Psychoses, âge inférieur à 81 ans
21M05Z;Réactions allergiques non classées ailleurs, âge supérieur à 17 ans
23M05Z;Suivi thérapeutique sans diagnostic associé d'antécédent d'affection maligne
24M05Z;Otites moyennes et infections des voies aériennes supérieures : séjours de moins de 2 jours
01M051;Infections du système nerveux à l'exception des méningites virales, niveau 1
02M051;Autres affections oculaires, âge inférieur à 18 ans, niveau 1
03M051;Troubles de l'équilibre, niveau 1
04M051;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 1
05M051;Syncopes et lipothymies, niveau 1
06M051;Autres tumeurs malignes du tube digestif, niveau 1
08M051;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 1
09M051;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 1
12M051;Autres affections de l'appareil génital masculin, niveau 1
13M051;Infections de l'utérus et de ses annexes, niveau 1
17M051;Chimiothérapie pour leucémie aigüe, niveau 1
21M051;Réactions allergiques non classées ailleurs, âge supérieur à 17 ans, niveau 1
01M052;Infections du système nerveux à l'exception des méningites virales, niveau 2
02M052;Autres affections oculaires, âge inférieur à 18 ans, niveau 2
03M052;Troubles de l'équilibre, niveau 2
04M052;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2
05M052;Syncopes et lipothymies, niveau 2
06M052;Autres tumeurs malignes du tube digestif, niveau 2
08M052;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 2
09M052;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 2
12M052;Autres affections de l'appareil génital masculin, niveau 2
13M052;Infections de l'utérus et de ses annexes, niveau 2
17M052;Chimiothérapie pour leucémie aigüe, niveau 2
21M052;Réactions allergiques non classées ailleurs, âge supérieur à 17 ans, niveau 2
01M053;Infections du système nerveux à l'exception des méningites virales, niveau 3
02M053;Autres affections oculaires, âge inférieur à 18 ans, niveau 3
03M053;Troubles de l'équilibre, niveau 3
04M053;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3
05M053;Syncopes et lipothymies, niveau 3
06M053;Autres tumeurs malignes du tube digestif, niveau 3
08M053;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 3
09M053;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 3
12M053;Autres affections de l'appareil génital masculin, niveau 3
13M053;Infections de l'utérus et de ses annexes, niveau 3
17M053;Chimiothérapie pour leucémie aigüe, niveau 3
21M053;Réactions allergiques non classées ailleurs, âge supérieur à 17 ans, niveau 3
01M054;Infections du système nerveux à l'exception des méningites virales, niveau 4
02M054;Autres affections oculaires, âge inférieur à 18 ans, niveau 4
03M054;Troubles de l'équilibre, niveau 4
04M054;Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4
05M054;Syncopes et lipothymies, niveau 4
06M054;Autres tumeurs malignes du tube digestif, niveau 4
08M054;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur, niveau 4
09M054;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 4
12M054;Autres affections de l'appareil génital masculin, niveau 4
13M054;Infections de l'utérus et de ses annexes, niveau 4
17M054;Chimiothérapie pour leucémie aigüe, niveau 4
21M054;Réactions allergiques non classées ailleurs, âge supérieur à 17 ans, niveau 4
15M06A;Nouveau-nés de 2400g et âge gestationnel de 38 SA et assimilés (groupe nouveau-nés 2), sans problème significatif
15M06B;Nouveau-nés de 2400g et âge gestationnel de 38 SA et assimilés (groupe nouveau-nés 2), avec autre problème significatif
15M06C;Nouveau-nés de 2400g et âge gestationnel de 38 SA et assimilés (groupe nouveau-nés 2), avec problème sévère
15M06D;Nouveau-nés de 2400g et âge gestationnel de 38 SA et assimilés (groupe nouveau-nés 2), avec problème majeur
03M06T;Epistaxis, très courte durée
04M06T;Transferts et autres séjours courts pour infections et inflammations respiratoires, âge inférieur à 18 ans
05M06T;Angine de poitrine, très courte durée
06M06T;Occlusions intestinales non dues à une hernie, très courte durée
07M06T;Affections malignes du système hépato-biliaire ou du pancréas, très courte durée
08M06T;Transferts et autres séjours courts pour fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans
09M06T;Ulcères cutanés, très courte durée
11M06T;Insuffisance rénale, sans dialyse, très courte durée
12M06T;Prostatites aigües et orchites, très courte durée
13M06T;Autres infections de l'appareil génital féminin, très courte durée
16M06T;Affections de la rate, très courte durée
17M06T;Chimiothérapie pour autre tumeur, très courte durée
19M06T;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, très courte durée
23M06T;Autres facteurs influant sur l'état de santé, très courte durée
01M06V;Tumeurs du système nerveux, sans CMA
02M06V;Autres affections oculaires, âge supérieur à 17 ans sans CMA
05M06V;Angine de poitrine sans CMA
06M06V;Occlusions intestinales non dues à une hernie sans CMA
07M06V;Affections malignes du système hépatobiliaire ou du pancréas, âge inférieur à 70 ans sans CMA
11M06V;Insuffisance rénale, sans dialyse, âge inférieur à 70 ans sans CMA
17M06V;Chimiothérapie pour autre tumeur, sans CMA
19M06V;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 80 ans sans CMA
01M06W;Tumeurs du système nerveux, avec CMA
02M06W;Autres affections oculaires, âge supérieur à 17 ans avec CMA
05M06W;Angine de poitrine avec CMA
06M06W;Occlusions intestinales non dues à une hernie avec CMA
07M06W;Affections malignes du système hépatobiliaire ou du pancréas, âge supérieur à 69 ans et/ou CMA
11M06W;Insuffisance rénale, sans dialyse, âge supérieur à 69 ans et/ou CMA
17M06W;Chimiothérapie pour autre tumeur, avec CMA
19M06W;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 80 ans avec CMA
03M06Z;Épistaxis
04M06Z;Infections et inflammations respiratoires, âge inférieur à 18 ans
08M06Z;Fractures, entorses, luxations et dislocations du bras, de la jambe à l'exception du pied, âge inférieur à 18 ans
09M06Z;Ulcères cutanés
10M06Z;Maladies métaboliques congénitales
18M06Z;Septicémies, âge inférieur à 18 ans
21M06Z;Traumatismes complexes, âge inférieur à 18 ans
23M06Z;Autres facteurs influant sur l'état de santé
24M06Z;Affections de la CMD 03 : séjours de moins de 2 jours, sans acte opératoire de la CMD 03
03M061;Epistaxis, niveau 1
04M061;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 1
05M061;Angine de poitrine, niveau 1
06M061;Occlusions intestinales non dues à une hernie, niveau 1
07M061;Affections malignes du système hépato-biliaire ou du pancréas, niveau 1
08M061;Fractures, entorses, luxations et dislocations de la jambe, âge inférieur à 18 ans, niveau 1
09M061;Ulcères cutanés, niveau 1
11M061;Insuffisance rénale, sans dialyse, niveau 1
12M061;Prostatites aigües et orchites, niveau 1
13M061;Autres infections de l'appareil génital féminin, niveau 1
16M061;Affections de la rate, niveau 1
17M061;Chimiothérapie pour autre tumeur, niveau 1
18M061;Septicémies, âge inférieur à 18 ans, niveau 1
19M061;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, niveau 1
21M061;Traumatismes imprécis, âge inférieur à 18 ans, niveau 1
23M061;Autres facteurs influant sur l'état de santé, niveau 1
03M062;Epistaxis, niveau 2
04M062;Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 2
